file,z [mm],d_cmd [um],F_n [N],F_t [N],SCOF [-],w0 [um],w0_s [um],h_r [um],h_p [um],h_p_left [um],h_p_right [um],A_groove [um^2],A_pile [um^2],A_ratio [-],k_lateral [-],present
Design_00001_Results.csv,0.883055,8.83055,1.67433,0.565515,0.337758,74.7766,74.7823,-1.50592,0.457136,0.457136,0.457136,72.5173,36.817,0.507699,0.63615,1
Design_00001_Results.csv,0.889021,8.89021,1.69208,0.571416,0.337703,75.0142,74.886,-1.51453,0.469931,0.469931,0.469931,74.9786,38.039,0.507331,0.636074,1
Design_00001_Results.csv,0.894988,8.94988,1.70983,0.577317,0.337648,75.3752,75.2029,-1.54379,0.480359,0.480359,0.480359,76.7708,39.217,0.510832,0.63705,1
Design_00001_Results.csv,0.900955,9.00955,1.72762,0.583349,0.337658,75.6456,75.4774,-1.59253,0.490871,0.490871,0.490871,78.737,40.5538,0.515054,0.637264,1
Design_00001_Results.csv,0.906921,9.06921,1.74568,0.590062,0.338004,75.8748,75.7516,-1.62774,0.505382,0.505382,0.505382,80.3799,41.9852,0.522335,0.637137,1
Design_00001_Results.csv,0.912888,9.12888,1.76373,0.596776,0.338351,76.111,75.9684,-1.64394,0.518365,0.518365,0.518365,81.2975,43.258,0.532095,0.637077,1
Design_00001_Results.csv,0.918854,9.18854,1.78178,0.60349,0.338698,76.2422,76.2213,-1.65004,0.532435,0.532435,0.532435,82.6152,44.5328,0.539039,0.636148,1
Design_00001_Results.csv,0.924821,9.24821,1.79996,0.609814,0.338792,76.6574,76.4685,-1.74228,0.534309,0.534309,0.534309,86.5113,45.9219,0.53082,0.637594,1
Design_00001_Results.csv,0.930788,9.30788,1.81818,0.616046,0.338825,76.8636,76.7997,-1.77007,0.54707,0.54707,0.54707,88.3298,47.6195,0.539111,0.637306,1
Design_00001_Results.csv,0.936754,9.36754,1.83639,0.622278,0.338858,77.4356,77.1742,-1.78419,0.561607,0.561607,0.561607,89.4544,49.0007,0.547773,0.640049,1
Design_00001_Results.csv,0.942721,9.42721,1.85467,0.628746,0.339004,77.7403,77.46,-1.80339,0.579072,0.579072,0.579072,90.8139,50.4159,0.555156,0.64058,1
Design_00001_Results.csv,0.948687,9.48687,1.87301,0.635496,0.339284,77.8007,77.7717,-1.82468,0.599228,0.599228,0.599228,92.6136,51.8663,0.560029,0.639107,1
Design_00001_Results.csv,0.954654,9.54654,1.89135,0.642246,0.339564,78.1105,78.0544,-1.84967,0.623812,0.623812,0.623812,94.5357,53.6251,0.567247,0.639693,1
Design_00001_Results.csv,0.960621,9.60621,1.90957,0.648951,0.339841,78.5661,78.3801,-1.90068,0.648252,0.648252,0.648252,96.9137,55.2174,0.569758,0.641473,1
Design_00001_Results.csv,0.966587,9.66587,1.92669,0.655267,0.340095,79.0433,78.7194,-1.93645,0.674052,0.674052,0.674052,98.9171,56.5485,0.571675,0.643422,1
Design_00001_Results.csv,0.972554,9.72554,1.94381,0.661583,0.340348,79.1578,79.1223,-1.95852,0.710886,0.710886,0.710886,99.7946,58.3983,0.585185,0.642424,1
Design_00001_Results.csv,0.97852,9.7852,1.96093,0.667899,0.340601,79.7218,79.4359,-1.9833,0.742578,0.742578,0.742578,101.461,60.1455,0.592794,0.645075,1
